model,average_precision_count,average_precision_mean,average_precision_std,average_precision_min,average_precision_25%,average_precision_50%,average_precision_75%,average_precision_max
APosteriori,100.0,0.8172343509542279,0.05482636432626196,0.6675547299282112,0.7869100839263833,0.8201562460200167,0.8516077214972283,0.9186051669230332
APriori,100.0,0.7486775440186981,0.08260596660070794,0.3862661767795021,0.7011671980532301,0.7549686190405079,0.8124939838786299,0.8934699246929464
BalancedRandomForestClassifier,100.0,0.8678583800658098,0.043318593922510244,0.7429629932062403,0.8428583932958406,0.8701720807347747,0.9005358068618028,0.9529924598477412
DESKL,100.0,0.8573134615312026,0.04822686152464027,0.7146708026211583,0.8350960906187864,0.8606989551123623,0.8945427560388151,0.935356888810202
DESP,100.0,0.8013444279928913,0.06837935172155928,0.5810627359072815,0.7638561435148578,0.8146979495295523,0.8511849300266263,0.9272834352782624
DecisionTreeClassifier,100.0,0.4741692316202126,0.11959245528048422,0.221851214529163,0.39253657164393285,0.447843747391114,0.5360532971939668,0.7446511107929138
Exponential,100.0,0.7595096587478922,0.07412608605709033,0.6163999152314492,0.7026783112718518,0.7666281689285078,0.8227283795802557,0.8942886104291049
ExtraTreesClassifier,100.0,0.8642994322816171,0.04340917470542766,0.7500446987922328,0.8412771990205643,0.8661987699513792,0.8969517385270172,0.9461089889225318
KNOP,100.0,0.8458769843658005,0.05038872252627372,0.6769344028219476,0.8194760533329251,0.8451099433196811,0.8778736000926339,0.9504617590584904
KNORAE,100.0,0.6030432916237188,0.11017424414200308,0.3452569227213806,0.525227688031745,0.6051694643177032,0.6876658815530645,0.8256419454599002
KNORAU,100.0,0.8499825991154875,0.048749962161694374,0.7123268153776438,0.8221093896145435,0.848994470664529,0.8841933183891733,0.9473057894470904
KNeighborsClassifier,100.0,0.8733119910741416,0.043730200670644245,0.6630071141733764,0.8502127728614254,0.881100495541487,0.8985702728883622,0.9517906734349836
Logarithmic,100.0,0.7887099892745921,0.06804227313478951,0.614482032201718,0.740282110020436,0.7991962837645865,0.8384433610892382,0.9105542425219988
LogitBoostClassifier,100.0,0.8669378908015601,0.04552345777726926,0.7106041671739857,0.8392811201281559,0.8700648289293618,0.9006883158154516,0.9546245127135996
METADES,100.0,0.5485046402446175,0.13329722516670245,0.2337331131589573,0.4607876884201922,0.5466778546020388,0.6490095722448734,0.8595291628444747
MLA,100.0,0.7176107039981704,0.09080848381561425,0.4958589862296299,0.6374878701151161,0.7347477907672637,0.794218681336945,0.8593292737038527
MLPClassifier,100.0,0.8809494676103108,0.043287760501095854,0.7295152172061627,0.8562565301863584,0.8835563156532944,0.9108364337427244,0.9551082648921714
RRC,100.0,0.7617173291446073,0.0751515424763168,0.5929650084662781,0.7074078903895892,0.7681759830631578,0.815371229249683,0.9063450476386382
RUSBoostClassifier,100.0,0.8536847760885865,0.05638350468054462,0.6036397465531508,0.8236424678651996,0.8682646855067104,0.8906390866127325,0.9468277588309983
RandomForestClassifier,100.0,0.8584218168550828,0.04731055411183279,0.6982095361374473,0.8354540445008586,0.8644647150982987,0.8941879503704424,0.946516133129785
StackingClassifier,100.0,0.8867745576854386,0.03767564965511437,0.7549474239049802,0.8652124065558515,0.8888625371545693,0.9128929788046245,0.9522543081762548
VotingClassifier,100.0,0.881604540865834,0.03957445085800804,0.739695456415742,0.8599219671289943,0.8845706963863624,0.9123816873762891,0.9488653906891514
XGBClassifier,100.0,0.8919107284212991,0.03653289932904609,0.7691285904888108,0.8674540451851402,0.8949283357052489,0.9149946608402548,0.9529989221756549
