,mean,std,min,max
balanced_accuracy,0.0006053909511142575,0.03233936241823941,-0.07914268522227952,0.08794013804234979
average_precision,-0.00037998391847134604,0.048508726989697354,-0.09147121294680782,0.13661643958222236
f1,0.0029029384965842085,0.04115089470646878,-0.08695652173913049,0.1392366130470889
