model,balanced_accuracy_count,balanced_accuracy_mean,balanced_accuracy_std,balanced_accuracy_min,balanced_accuracy_25%,balanced_accuracy_50%,balanced_accuracy_75%,balanced_accuracy_max
VotingClassifier (ClusterCentroids),100.0,0.9229941807535995,0.026903288973334397,0.8402222798823733,0.9052938267372137,0.9253285802047192,0.937296665311102,0.9783169001902784
VotingClassifier (RandomUnderSampler),100.0,0.9234298449510564,0.02530677253358669,0.8500475696246323,0.9056399959333061,0.9251252455158212,0.9389121215595339,0.9777067308108296
VotingClassifier (Standard),100.0,0.9230036006832762,0.025821299975828667,0.8506571604094382,0.90625,0.9253285802047192,0.9371441642944285,0.9783169001902784
