model,average_precision_count,average_precision_mean,average_precision_std,average_precision_min,average_precision_25%,average_precision_50%,average_precision_75%,average_precision_max
APosteriori,100.0,0.8149295973010264,0.05579861818004063,0.6653976861614044,0.7847170320425805,0.8174605982154755,0.8500791394181242,0.9246722811189664
APriori,100.0,0.7434346831611782,0.07978709585386926,0.5001014238326088,0.7018885957557323,0.7548976358223958,0.8013590504324405,0.8826703549012663
BalancedRandomForestClassifier,100.0,0.2594697804138012,0.3784691650108384,0.0187475069804547,0.0187475069804547,0.0191463901076984,0.787672535328428,0.9480597360825908
DESKL,100.0,0.8584397339086982,0.04806016689629754,0.7172451073957263,0.8298788811729368,0.8630855617773936,0.896219430539986,0.9431828814615516
DESP,100.0,0.8028840472521508,0.07132566318988422,0.5684000376721762,0.7708037558793083,0.8140790675104354,0.8463937186493699,0.9479759145298936
DecisionTreeClassifier,100.0,0.4802030147010698,0.11072291813635163,0.2140889231083199,0.39801958844879864,0.4614994544039495,0.5416945414468821,0.7446511107929138
Exponential,100.0,0.7674285297013238,0.07674217771072361,0.5871705331260845,0.71866561163213,0.7707736257292226,0.8265198452040928,0.9453391208767647
ExtraTreesClassifier,100.0,0.8658534573574959,0.043502609670458436,0.7432149165045726,0.8459095292093832,0.8662725961432245,0.89578996608926,0.9438525585599612
KNOP,100.0,0.8469432314622939,0.052259939329066335,0.702647809934598,0.8191226366325228,0.8507056481541033,0.8802510829139442,0.9525562707702276
KNORAE,100.0,0.6258099643564877,0.11729236196721866,0.3412344500200078,0.5328428726551061,0.6264236536264303,0.731220982519184,0.839023978624525
KNORAU,100.0,0.8509116729199927,0.04824927328508029,0.7092914787043546,0.8244401285015348,0.8480974305041034,0.882943729965823,0.9506796149173294
KNeighborsClassifier,100.0,0.8585817359788708,0.048440488269724524,0.7126666058432345,0.8327201017506092,0.865263756796962,0.8931442907934187,0.9453463417821998
Logarithmic,100.0,0.7826995037347971,0.07071605436982044,0.6184584052722188,0.7308128746437951,0.7987425951835284,0.8266820621952992,0.945477824622119
LogitBoostClassifier,100.0,0.795755281334924,0.09567233622653715,0.5334627498573457,0.7400694301604596,0.8245744676030279,0.8587100185772153,0.9391051370751564
METADES,100.0,0.5557617387420887,0.13326139459544772,0.2125006536942617,0.4695491806903238,0.5482894867923698,0.6465944029219295,0.8863274651223776
MLA,100.0,0.7266389835250037,0.09216545098555548,0.4845501540121812,0.6614119511900302,0.7474067031726179,0.7771665591147086,0.9219718420699772
MLPClassifier,100.0,0.896751983456922,0.03714133812593917,0.7606534121360403,0.873548347476125,0.9010186462266458,0.9213333437384442,0.9771375435246882
RRC,100.0,0.7622718009346896,0.07691508673562285,0.5929336229562856,0.706936918391011,0.7678169845145324,0.8199114405406108,0.9395309619452392
RUSBoostClassifier,100.0,0.8491293815034328,0.05184065318706291,0.6835792658704425,0.8204638617933011,0.8594780407308837,0.8805605105641465,0.9417859558750729
RandomForestClassifier,100.0,0.8588212774144077,0.04744079603830881,0.6992135573360911,0.8350789706000862,0.865130566028449,0.8923918472139076,0.9490377265533212
StackingClassifier,100.0,0.8843833535343159,0.038034423065103094,0.77007810413903,0.8634967386573447,0.8840563543651561,0.9110977858560368,0.9498072256986468
VotingClassifier,100.0,0.8836117476273248,0.03796971177645646,0.760086884976533,0.8599171219495142,0.883657899392959,0.9089851039524544,0.961788797615036
XGBClassifier,100.0,0.902041646288141,0.03368790152435308,0.788756537473474,0.8820589960518135,0.905404001628604,0.9227855455824185,0.9734547344727328
