model,f1_count,f1_mean,f1_std,f1_min,f1_25%,f1_50%,f1_75%,f1_max
APosteriori,100.0,0.7475493408040428,0.0957227390696179,0.4938271604938271,0.6839080459770115,0.7613871635610766,0.8277603622431209,0.9090909090909092
APriori,100.0,0.5226202514307748,0.07133111965239225,0.3169811320754717,0.47643925841600254,0.5181206653804036,0.5757387462027064,0.7058823529411765
BalancedRandomForestClassifier,100.0,0.03907282873470888,0.007875405257902014,0.0368050117462803,0.0368050117462803,0.0368194281237759,0.037573385518591,0.0793248945147679
DESKL,100.0,0.876563996193819,0.0351498006539588,0.735632183908046,0.8571428571428571,0.8837209302325582,0.9037351443123938,0.9347826086956522
DESP,100.0,0.6754717972970334,0.0838894719665792,0.448087431693989,0.6237971014492754,0.6726554946825652,0.7302152104947269,0.9361702127659576
DecisionTreeClassifier,100.0,0.6709305823817214,0.08822262705769622,0.3592814371257485,0.6137521222410867,0.6600624634003514,0.7260659694288013,0.8571428571428571
Exponential,100.0,0.806249199157276,0.04861345463580497,0.6804123711340206,0.7777777777777778,0.8116009714178966,0.8385714285714285,0.9263157894736842
ExtraTreesClassifier,100.0,0.8787459955296653,0.036819647623011376,0.7560975609756098,0.8596345514950166,0.8837209302325582,0.8994320286455117,0.9565217391304348
KNOP,100.0,0.616325991685723,0.12873209778443115,0.3305084745762712,0.5097414762083177,0.629222309505106,0.7000659195781147,0.898876404494382
KNORAE,100.0,0.5278297050645664,0.08007742454042995,0.3714285714285714,0.4635761589403973,0.5294167912839137,0.5787118837275577,0.711864406779661
KNORAU,100.0,0.5438170711868413,0.1276360624367514,0.2779661016949152,0.44247038917089676,0.5466732204298673,0.6085406301824212,0.9166666666666666
KNeighborsClassifier,100.0,0.8925667709336957,0.03435092276497411,0.7901234567901234,0.8735632183908046,0.8953346855983773,0.9160552702372218,0.9565217391304348
Logarithmic,100.0,0.8346439896685907,0.040990229070570795,0.7191011235955056,0.8122051886792453,0.8373355040021706,0.8661512027491409,0.9263157894736842
LogitBoostClassifier,100.0,0.834668366026926,0.05003214699328863,0.7027027027027027,0.8048780487804879,0.8352713178294574,0.8720423000660938,0.9333333333333332
METADES,100.0,0.5451441550687565,0.12638168336120348,0.2276422764227642,0.466170524261015,0.5443490368995128,0.6119034924020261,0.865979381443299
MLA,100.0,0.7838626115678808,0.086674790729761,0.5185185185185185,0.752016129032258,0.8021739130434783,0.8366008991008991,0.9361702127659576
MLPClassifier,100.0,0.8904543433922737,0.03540531259361112,0.7901234567901234,0.8705882352941177,0.896551724137931,0.9130434782608696,0.9574468085106383
RRC,100.0,0.8077489989241968,0.04355048556735086,0.7128712871287128,0.78,0.8113207547169812,0.8295454545454546,0.9263157894736842
RUSBoostClassifier,100.0,0.7020354737597531,0.059164114640827936,0.5833333333333334,0.6614173228346457,0.7,0.7435835351089588,0.8461538461538461
RandomForestClassifier,100.0,0.8690643238978241,0.03863306026705376,0.7529411764705882,0.8500625782227784,0.8757022471910112,0.8941710992907801,0.946236559139785
StackingClassifier,100.0,0.7465747105491638,0.04220300055359641,0.6511627906976745,0.7192982456140351,0.7521929824561404,0.7726041472071736,0.8490566037735849
VotingClassifier,100.0,0.8985906513254439,0.030919550287602064,0.8048780487804879,0.8837209302325582,0.9010989010989012,0.9213483146067416,0.9574468085106383
XGBClassifier,100.0,0.8988636444369281,0.03202841223093063,0.7951807228915663,0.8837209302325582,0.9010989010989012,0.921780466724287,0.967032967032967
