,mean,std,min,max
balanced_accuracy,0.0009058834743640709,0.030447033294179044,-0.06605110432734196,0.08594684126061525
average_precision,0.003729504841914236,0.05311903973200603,-0.10019613362814739,0.18178286981515168
f1,0.002908801225677785,0.041124037372570164,-0.08307260761678714,0.13834461465384162
