model,balanced_accuracy_count,balanced_accuracy_mean,balanced_accuracy_std,balanced_accuracy_min,balanced_accuracy_25%,balanced_accuracy_50%,balanced_accuracy_75%,balanced_accuracy_max,average_precision_count,average_precision_mean,average_precision_std,average_precision_min,average_precision_25%,average_precision_50%,average_precision_75%,average_precision_max,f1_count,f1_mean,f1_std,f1_min,f1_25%,f1_50%,f1_75%,f1_max
Logarithmic (ClusterCentroids),100.0,0.9165262667722979,0.02660741608347162,0.8392060197197717,0.9032389556658624,0.91408044357844,0.9347982615464453,0.976283387988544,100.0,0.829131642203845,0.06159791877363873,0.6480975984290022,0.7907992323566931,0.8403524071052587,0.8699949823606656,0.943057829289836,100.0,0.8432742932283803,0.04193257916816691,0.7529411764705882,0.8206087507926443,0.8444444444444444,0.8739224137931034,0.946236559139785
Logarithmic (RandomUnderSampler),100.0,0.9157913872529373,0.02676744199530374,0.839409271752292,0.9028319763266508,0.9154466585332792,0.9345714759682033,0.976283387988544,100.0,0.7887099892745921,0.0680422731347895,0.614482032201718,0.740282110020436,0.7991962837645865,0.8384433610892382,0.9105542425219988,100.0,0.8335503772193388,0.04147367898825798,0.7070707070707071,0.8113207547169812,0.8342490842490843,0.8631578947368421,0.9263157894736842
Logarithmic (Standard),100.0,0.9169464600304709,0.026613371032281872,0.8383930115896904,0.9026291375760185,0.9156499932221771,0.9349776494077338,0.976080053299646,100.0,0.782699503734797,0.07071605436982044,0.6184584052722188,0.7308128746437951,0.7987425951835284,0.8266820621952992,0.945477824622119,100.0,0.8346439896685907,0.0409902290705708,0.7191011235955056,0.8122051886792453,0.8373355040021706,0.8661512027491409,0.9263157894736842
