Model,Mean_TPR,Std_TPR,Mean_FPR,Std_FPR,Distance_to_Ideal
RUSBoostClassifier,0.8553856382797865,0.04934720232187506,0.012185950399555976,0.003428252184815594,0.14512687898141124
