model,balanced_accuracy_count,balanced_accuracy_mean,balanced_accuracy_std,balanced_accuracy_min,balanced_accuracy_25%,balanced_accuracy_50%,balanced_accuracy_75%,balanced_accuracy_max
DESP (ClusterCentroids),100.0,0.9154321141807812,0.02772093799716391,0.8343254912479559,0.9019598797682089,0.916017907310756,0.9354901040003647,0.9734367023439732
DESP (RandomUnderSampler),100.0,0.913630753125695,0.027387333825875413,0.8357488340702413,0.9003024603497356,0.9141249830554425,0.9304260078045911,0.9722166942105857
DESP (Standard),100.0,0.9147477167098979,0.028157296147185044,0.8357507351669261,0.9051335519541761,0.917532641706973,0.9309347991369128,0.9736421034423112
