model,average_precision_count,average_precision_mean,average_precision_std,average_precision_min,average_precision_25%,average_precision_50%,average_precision_75%,average_precision_max
DESP (ClusterCentroids),100.0,0.8310695498028435,0.06456674375595937,0.5846935038513852,0.7973558182737541,0.8407576876362703,0.8762026542676571,0.9527239860077432
DESP (RandomUnderSampler),100.0,0.8013444279928913,0.06837935172155928,0.5810627359072815,0.7638561435148578,0.8146979495295523,0.8511849300266263,0.9272834352782624
DESP (Standard),100.0,0.8028840472521508,0.07132566318988422,0.5684000376721762,0.7708037558793083,0.8140790675104354,0.8463937186493699,0.9479759145298936
