model,balanced_accuracy_count,balanced_accuracy_mean,balanced_accuracy_std,balanced_accuracy_min,balanced_accuracy_25%,balanced_accuracy_50%,balanced_accuracy_75%,balanced_accuracy_max
DecisionTreeClassifier (ClusterCentroids),100.0,0.8862855439658418,0.041178925373329275,0.7702233292666396,0.861397249610794,0.8928040131465145,0.9142330272514911,0.9662558380902958
DecisionTreeClassifier (RandomUnderSampler),100.0,0.8717052849969038,0.035991069844209966,0.770904687770282,0.8461857810067462,0.8758634557794359,0.8990113961996988,0.9481664071959868
DecisionTreeClassifier (Standard),100.0,0.8712301793040177,0.03417322817519693,0.7919780314824425,0.8477488537758735,0.8715351985325293,0.8993163362407626,0.9394884618379724
