,mean,std,min,max
balanced_accuracy,0.01542344132409895,0.030019442966696782,-0.05323629970209354,0.09462009832789064
average_precision,0.11852102582164933,0.08280539184289652,-0.023622316961603773,0.370391310741366
f1,0.3476427900840558,0.07411724892953189,0.1636828644501278,0.5512823409784204
