,mean,std,min,max
balanced_accuracy,0.0035369865334129945,0.034858037470556505,-0.07047138006968245,0.1072507088727005
mcc,0.00721473956839783,0.05818944582331939,-0.10904961298441107,0.14588977059349673
average_precision,0.006527087871996009,0.07618744025875336,-0.14999515380477713,0.2038962232018363
f1,0.007996314852180721,0.056914738261440605,-0.10927608037434633,0.13719238324630068
