,mean,std,min,max
balanced_accuracy,0.059235209756475456,0.03276649976406874,-0.024325682377091984,0.14792065540495725
average_precision,0.0911823500193562,0.03459232171421333,-0.0002480915432719888,0.2076110083117556
f1,0.07452570114507273,0.03931169628482935,-0.026001395864409416,0.18120083753041694
