model,balanced_accuracy_count,balanced_accuracy_mean,balanced_accuracy_std,balanced_accuracy_min,balanced_accuracy_25%,balanced_accuracy_50%,balanced_accuracy_75%,balanced_accuracy_max,average_precision_count,average_precision_mean,average_precision_std,average_precision_min,average_precision_25%,average_precision_50%,average_precision_75%,average_precision_max,f1_count,f1_mean,f1_std,f1_min,f1_25%,f1_50%,f1_75%,f1_max
RRC (ClusterCentroids),100.0,0.9152070338563686,0.02754774352188088,0.8283644698149109,0.9035655645379589,0.9135722308407617,0.934164310652142,0.9758767186107482,100.0,0.8171206999978685,0.07339156779990613,0.6537826778086343,0.7759289401663668,0.8323359871443556,0.8674621883323588,0.9491683889517392,100.0,0.8229176403603538,0.04930522239328087,0.7207207207207207,0.7913071123626124,0.8200501253132833,0.8578571428571429,0.946236559139785
RRC (RandomUnderSampler),100.0,0.9153350335706238,0.02752219445813554,0.8173196678775299,0.9028223098171719,0.9151416564999322,0.9337820013838437,0.9752667145440544,100.0,0.7617173291446073,0.0751515424763168,0.5929650084662781,0.7074078903895892,0.7681759830631578,0.815371229249683,0.9063450476386382,100.0,0.8026836470684979,0.045308853848227325,0.693069306930693,0.7732579861759761,0.8041237113402062,0.8320957095709571,0.9263157894736842
RRC (Standard),100.0,0.9172250560902662,0.026588283862986766,0.838799515654731,0.9026291375760185,0.9148366544665854,0.9339616578783594,0.9758767186107482,100.0,0.7622718009346896,0.07691508673562283,0.5929336229562856,0.706936918391011,0.7678169845145324,0.8199114405406108,0.9395309619452392,100.0,0.8077489989241965,0.04355048556735086,0.7128712871287128,0.78,0.8113207547169812,0.8295454545454546,0.9263157894736842
