,mean,std,min,max
balanced_accuracy,0.00017022269252715662,0.002679842632229911,-0.011129054296777796,0.019569917794193037
average_precision,0.006359351792642541,0.024749258428429226,-0.0698603702947066,0.11064001615569574
f1,1.7279056526414217e-05,0.0006300019655664102,-0.0029876487482596026,0.0033203062915835024
