,mean,std,min,max
balanced_accuracy,0.044477970075714544,0.03460199741919125,-0.017861309362631417,0.1479656582283153
mcc,0.055452739054415626,0.040624798697232685,-0.014549794406353178,0.17747013872378503
average_precision,0.09881477744687032,0.04172723304585068,-0.005182337018341587,0.22732717117795165
f1,0.056405837908551276,0.04145060170348785,-0.013949716139497248,0.18349404424276794
