,mean,std,min,max
balanced_accuracy,0.00519500033714944,0.030897405758102084,-0.06600596375082324,0.0844488046071522
mcc,0.006513823035645483,0.03941616315935254,-0.06905932552696825,0.11057113928375784
average_precision,0.012030696639386376,0.04792306640760959,-0.08083233797680633,0.15376490664575648
f1,0.007397912205243491,0.04101032047778269,-0.06851173517840181,0.11812977099236643
