Model,Mean_TPR,Std_TPR,Mean_FPR,Std_FPR,Distance_to_Ideal
RUSBoostClassifier,0.8518129432444006,0.05111445583906958,0.01127514489662535,0.003545384569897087,0.14861538507949684
