,mean,std,min,max
balanced_accuracy,0.004717194851031371,0.027354842868416225,-0.05668700201254795,0.09007071306429126
mcc,0.00538706137939446,0.04970462616976132,-0.13432500082944054,0.11443038515080306
average_precision,0.007859187383829567,0.045503804614903526,-0.08045069100696245,0.15825269980498602
f1,0.005295586081335959,0.05023567189232082,-0.1357060849598163,0.11254889178618
