Model,Mean_TPR,Std_TPR,Mean_FPR,Std_FPR,Distance_to_Ideal
KNeighborsClassifier,0.8384618794148964,0.05391332012468248,0.000935194093705502,0.0005822665299779663,0.16154082762620844
