,mean,std,min,max
balanced_accuracy,0.016089084592266,0.034620454982712136,-0.05131275005225877,0.1182800798669067
average_precision,0.07774494794058541,0.0483847550745699,-0.039269643644015195,0.20390075461213097
f1,0.023889185211441975,0.04241196634282431,-0.053377085042384365,0.1532566033732895
