Model,Mean_TPR,Std_TPR,Mean_FPR,Std_FPR,Distance_to_Ideal
LogitBoostClassifier,0.7441843971473859,0.07308731319919604,0.0006871704076940375,0.0008546385149875392,0.25581652578755654
