,mean,std,min,max
balanced_accuracy,0.0023575123160633725,0.031290048226023576,-0.06361034059647808,0.09200874422216132
average_precision,0.04999954294225797,0.07246581325683372,-0.07317681232421402,0.2176493616741434
f1,0.06471833168766615,0.05017667930056274,-0.06113712374581948,0.22036912924679064
