,mean,std,min,max
balanced_accuracy,-0.0005556176766425325,0.02927791938688654,-0.0618761508278276,0.08913825783388685
average_precision,0.09483666818912445,0.07774943713095425,-0.049020171312301075,0.2751333367536215
f1,0.06355926379709972,0.054446866639413366,-0.06740106079151365,0.1967260425518269
