Model,Mean_TPR,Std_TPR,Mean_FPR,Std_FPR,Distance_to_Ideal
RUSBoostClassifier,0.8346719857979548,0.05185062148730767,0.006887856786251114,0.0022729911345369803,0.16547143212983798
