Model,Mean_TPR,Std_TPR,Mean_FPR,Std_FPR,Distance_to_Ideal
BalancedRandomForestClassifier,0.9710283687737955,0.02245681895677173,0.2588940560144687,0.11872459503780085,0.2605100528876574
