model,f1_count,f1_mean,f1_std,f1_min,f1_25%,f1_50%,f1_75%,f1_max
APosteriori,100.0,0.8165049976288113,0.06003954768273815,0.6165413533834586,0.78,0.825414612281488,0.8571428571428571,0.9247311827956988
APriori,100.0,0.5009712305389855,0.06279908971531227,0.3305084745762712,0.4650778669183577,0.5,0.5425060346719334,0.6614173228346457
BalancedRandomForestClassifier,100.0,0.12777564793463855,0.06843314577935516,0.0435967302452316,0.0769946472937956,0.10214410323352771,0.16949733434881947,0.3420074349442379
DESKL,100.0,0.8770382683202002,0.03666552610716848,0.7529411764705882,0.8563402889245586,0.8837209302325582,0.9002747252747253,0.945054945054945
DESP,100.0,0.7447755637819465,0.1103648367175569,0.5234899328859061,0.6707650273224044,0.7347539847539848,0.8238970588235294,0.9565217391304348
DecisionTreeClassifier,100.0,0.7679883399189209,0.08831623500401957,0.4,0.7286931818181818,0.7808045977011495,0.8262959866220736,0.9032258064516128
Exponential,100.0,0.819068531170657,0.047706020044999874,0.6722689075630253,0.7878787878787878,0.8186021505376344,0.8522060943958474,0.9565217391304348
ExtraTreesClassifier,100.0,0.8821152725067068,0.036138380045319815,0.7654320987654321,0.8604651162790697,0.8850422832980973,0.907505285412262,0.9565217391304348
KNOP,100.0,0.7059572732887445,0.15516642471085,0.4041450777202072,0.5945945945945946,0.7207207207207207,0.8302612176111228,0.9565217391304348
KNORAE,100.0,0.5422246685407167,0.08278749663780013,0.3953488372093023,0.480326902013649,0.5401770936775903,0.5975229658792651,0.7572815533980582
KNORAU,100.0,0.6242589048325193,0.1691420875089859,0.2591362126245847,0.4854636248589116,0.5925925925925926,0.7487761250235361,0.9555555555555556
KNeighborsClassifier,100.0,0.8879316848810243,0.03249547862344755,0.7901234567901234,0.8735632183908046,0.8888888888888888,0.907505285412262,0.9574468085106383
Logarithmic,100.0,0.8432742932283805,0.041932579168166915,0.7529411764705882,0.8206087507926443,0.8444444444444444,0.8739224137931034,0.946236559139785
LogitBoostClassifier,100.0,0.8816629063916587,0.03925628435866468,0.7631578947368421,0.8604651162790697,0.8837209302325582,0.9090909090909092,0.9565217391304348
METADES,100.0,0.5334039889060189,0.15762033013211565,0.2144772117962466,0.4069923642533937,0.5274436090225564,0.6567342533343613,0.8484848484848485
MLA,100.0,0.8024915890628133,0.07999014467316526,0.45,0.7654320987654321,0.816765415843757,0.8604651162790697,0.9230769230769232
MLPClassifier,100.0,0.883518160055582,0.037845334799279644,0.7764705882352941,0.8628435517970402,0.8863636363636364,0.9069767441860463,0.967741935483871
RRC,100.0,0.8229176403603538,0.04930522239328087,0.7207207207207207,0.7913071123626124,0.8200501253132833,0.8578571428571429,0.946236559139785
RUSBoostClassifier,100.0,0.7627147765970631,0.05059592338717243,0.6181818181818182,0.7365938430983118,0.7692307692307693,0.7959183673469388,0.8712871287128713
RandomForestClassifier,100.0,0.8803281358568914,0.03691265498279346,0.7619047619047619,0.862484700122399,0.8863636363636364,0.9016306274370791,0.9565217391304348
StackingClassifier,100.0,0.8671512309727403,0.03557731979172642,0.76,0.845360824742268,0.8729518219613598,0.8911429186396901,0.9473684210526316
VotingClassifier,100.0,0.89882582599798,0.03255980308301564,0.7951807228915663,0.8825709174546383,0.9010989010989012,0.9199922510654786,0.9574468085106383
XGBClassifier,100.0,0.8960987733989799,0.03376334168762447,0.7951807228915663,0.8764044943820225,0.898876404494382,0.9230769230769232,0.9565217391304348
