,mean,std,min,max
balanced_accuracy,0.000460027359307722,0.030441377307012067,-0.06548302921896854,0.09186524651733907
mcc,0.1854227737648676,0.08040408676042625,-0.06012539317645149,0.38671836281921756
average_precision,0.058199893841108914,0.0747596766973195,-0.08475248264910118,0.29932826532214873
f1,0.19538444809578448,0.08708061442523571,-0.058977230309817275,0.4380280129237957
