model,balanced_accuracy_count,balanced_accuracy_mean,balanced_accuracy_std,balanced_accuracy_min,balanced_accuracy_25%,balanced_accuracy_50%,balanced_accuracy_75%,balanced_accuracy_max
RUSBoostClassifier (ClusterCentroids),100.0,0.9138920645146742,0.025982004519394294,0.8363588381369351,0.8997819559931818,0.9128317888549518,0.9319527330911607,0.9750633798551565
RUSBoostClassifier (RandomUnderSampler),100.0,0.9215998439491557,0.024948170636282276,0.8467938013203776,0.9082425177160757,0.922711637522028,0.940710949662688,0.9744533757884628
RUSBoostClassifier (Standard),100.0,0.9202688991828907,0.02564997710682367,0.8472004706981735,0.9089993080781872,0.9213644629913632,0.9370992792434218,0.975471371734994
