,mean,std,min,max
balanced_accuracy,0.0001801162113733712,0.030890998367952713,-0.06733771980552605,0.08619521755841986
mcc,0.0024750280650870683,0.04361523502555628,-0.08668426445904531,0.13314321965488718
average_precision,0.0037468176461410607,0.05204871054224037,-0.08964782467551691,0.1772502438624004
f1,0.002984892989375598,0.043644001567474416,-0.08594244149272612,0.13458938587660008
